,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,stripes,stripe,striped,hilfiger,jerseys,shirts,nautical,shirt,tees,tommy,0.1907958984375,0.17913818359375,0.158782958984375,0.138214111328125,0.118011474609375,0.11639404296875,0.1162109375,0.11614990234375,0.114166259765625,0.109619140625,data/broden1_224/images/dtd/banded_0129.jpg,data/broden1_224/images/dtd/banded_0010.jpg,data/broden1_224/images/dtd/banded_0109.jpg,data/broden1_224/images/dtd/banded_0146.jpg,data/broden1_224/images/dtd/striped_0092.jpg,data/broden1_224/images/dtd/banded_0108.jpg,data/broden1_224/images/dtd/chequered_0179.jpg,data/broden1_224/images/dtd/banded_0045.jpg,data/broden1_224/images/dtd/banded_0125.jpg,data/broden1_224/images/dtd/banded_0140.jpg,data/broden1_224/images/dtd/banded_0112.jpg,data/broden1_224/images/dtd/banded_0030.jpg,data/broden1_224/images/dtd/polka-dotted_0168.jpg,data/broden1_224/images/dtd/zigzagged_0060.jpg,data/broden1_224/images/dtd/banded_0110.jpg,data/broden1_224/images/dtd/grid_0122.jpg,data/broden1_224/images/dtd/banded_0120.jpg,data/broden1_224/images/opensurfaces/26337.jpg,data/broden1_224/images/dtd/frilly_0043.jpg,data/broden1_224/images/pascal/2010_002575.jpg
11,checker,zebra,stripes,mime,diagonal,barcode,ska,striped,pattern,stripe,0.125579833984375,0.1241455078125,0.10809326171875,0.092803955078125,0.0924072265625,0.0919189453125,0.09051513671875,0.090057373046875,0.08697509765625,0.084075927734375,data/broden1_224/images/dtd/chequered_0054.jpg,data/broden1_224/images/dtd/banded_0086.jpg,data/broden1_224/images/dtd/dotted_0131.jpg,data/broden1_224/images/dtd/dotted_0060.jpg,data/broden1_224/images/dtd/chequered_0150.jpg,data/broden1_224/images/dtd/zigzagged_0127.jpg,data/broden1_224/images/dtd/perforated_0016.jpg,data/broden1_224/images/dtd/zigzagged_0085.jpg,data/broden1_224/images/dtd/zigzagged_0054.jpg,data/broden1_224/images/dtd/perforated_0123.jpg,data/broden1_224/images/dtd/chequered_0212.jpg,data/broden1_224/images/dtd/zigzagged_0059.jpg,data/broden1_224/images/dtd/perforated_0131.jpg,data/broden1_224/images/dtd/polka-dotted_0162.jpg,data/broden1_224/images/dtd/zigzagged_0055.jpg,data/broden1_224/images/dtd/grid_0058.jpg,data/broden1_224/images/dtd/spiralled_0124.jpg,data/broden1_224/images/dtd/chequered_0102.jpg,data/broden1_224/images/dtd/interlaced_0126.jpg,data/broden1_224/images/dtd/chequered_0160.jpg
12,stripes,stripe,striped,nautical,navy,hilfiger,mime,zebra,sailor,shirt,0.23626708984375,0.223175048828125,0.215972900390625,0.174224853515625,0.140716552734375,0.134002685546875,0.1241455078125,0.115386962890625,0.105316162109375,0.10162353515625,data/broden1_224/images/dtd/lined_0111.jpg,data/broden1_224/images/dtd/grid_0025.jpg,data/broden1_224/images/dtd/banded_0145.jpg,data/broden1_224/images/dtd/lined_0128.jpg,data/broden1_224/images/dtd/grooved_0089.jpg,data/broden1_224/images/dtd/banded_0115.jpg,data/broden1_224/images/dtd/banded_0147.jpg,data/broden1_224/images/dtd/lined_0117.jpg,data/broden1_224/images/dtd/grid_0002.jpg,data/broden1_224/images/dtd/banded_0090.jpg,data/broden1_224/images/dtd/zigzagged_0054.jpg,data/broden1_224/images/dtd/banded_0121.jpg,data/broden1_224/images/dtd/striped_0003.jpg,data/broden1_224/images/dtd/chequered_0066.jpg,data/broden1_224/images/dtd/striped_0016.jpg,data/broden1_224/images/dtd/banded_0129.jpg,data/broden1_224/images/opensurfaces/23590.jpg,data/broden1_224/images/dtd/cobwebbed_0139.jpg,data/broden1_224/images/dtd/grooved_0048.jpg,data/broden1_224/images/dtd/cobwebbed_0157.jpg
13,colorful,chromatography,cores,mixtures,phosphorylation,colours,chromosome,rainbow,candy,saturation,0.08251953125,0.08001708984375,0.07672119140625,0.07513427734375,0.074005126953125,0.07330322265625,0.07171630859375,0.071563720703125,0.070892333984375,0.07000732421875,data/broden1_224/images/dtd/grid_0025.jpg,data/broden1_224/images/dtd/flecked_0051.jpg,data/broden1_224/images/dtd/sprinkled_0019.jpg,data/broden1_224/images/dtd/polka-dotted_0101.jpg,data/broden1_224/images/dtd/braided_0008.jpg,data/broden1_224/images/dtd/honeycombed_0092.jpg,data/broden1_224/images/dtd/striped_0122.jpg,data/broden1_224/images/dtd/sprinkled_0114.jpg,data/broden1_224/images/dtd/sprinkled_0060.jpg,data/broden1_224/images/dtd/perforated_0051.jpg,data/broden1_224/images/dtd/banded_0082.jpg,data/broden1_224/images/dtd/sprinkled_0120.jpg,data/broden1_224/images/dtd/lined_0080.jpg,data/broden1_224/images/dtd/banded_0059.jpg,data/broden1_224/images/dtd/sprinkled_0011.jpg,data/broden1_224/images/dtd/sprinkled_0005.jpg,data/broden1_224/images/dtd/banded_0008.jpg,data/broden1_224/images/dtd/lined_0172.jpg,data/broden1_224/images/dtd/sprinkled_0108.jpg,data/broden1_224/images/dtd/sprinkled_0130.jpg
14,lace,embroidered,dotted,embroidery,beaded,net,crochet,mesh,dots,beads,0.121795654296875,0.095062255859375,0.093353271484375,0.091705322265625,0.085662841796875,0.081878662109375,0.078155517578125,0.07330322265625,0.070587158203125,0.060028076171875,data/broden1_224/images/dtd/dotted_0137.jpg,data/broden1_224/images/dtd/lacelike_0029.jpg,data/broden1_224/images/dtd/polka-dotted_0094.jpg,data/broden1_224/images/dtd/bumpy_0070.jpg,data/broden1_224/images/dtd/meshed_0138.jpg,data/broden1_224/images/dtd/grid_0025.jpg,data/broden1_224/images/dtd/perforated_0023.jpg,data/broden1_224/images/dtd/meshed_0157.jpg,data/broden1_224/images/dtd/smeared_0073.jpg,data/broden1_224/images/dtd/braided_0135.jpg,data/broden1_224/images/dtd/chequered_0062.jpg,data/broden1_224/images/dtd/lacelike_0103.jpg,data/broden1_224/images/dtd/bumpy_0094.jpg,data/broden1_224/images/dtd/bubbly_0101.jpg,data/broden1_224/images/dtd/bumpy_0170.jpg,data/broden1_224/images/dtd/meshed_0177.jpg,data/broden1_224/images/dtd/meshed_0142.jpg,data/broden1_224/images/dtd/knitted_0109.jpg,data/broden1_224/images/dtd/perforated_0126.jpg,data/broden1_224/images/dtd/spiralled_0136.jpg
15,checker,chess,grid,squares,lattice,tile,tiles,ska,crossword,plaid,0.229644775390625,0.1844482421875,0.130340576171875,0.13031005859375,0.11846923828125,0.117034912109375,0.116119384765625,0.10992431640625,0.1097412109375,0.10809326171875,data/broden1_224/images/dtd/chequered_0046.jpg,data/broden1_224/images/dtd/chequered_0049.jpg,data/broden1_224/images/dtd/waffled_0177.jpg,data/broden1_224/images/dtd/grid_0120.jpg,data/broden1_224/images/dtd/chequered_0044.jpg,data/broden1_224/images/dtd/chequered_0184.jpg,data/broden1_224/images/dtd/grid_0066.jpg,data/broden1_224/images/dtd/chequered_0121.jpg,data/broden1_224/images/dtd/zigzagged_0133.jpg,data/broden1_224/images/dtd/chequered_0200.jpg,data/broden1_224/images/dtd/honeycombed_0162.jpg,data/broden1_224/images/dtd/chequered_0096.jpg,data/broden1_224/images/dtd/zigzagged_0022.jpg,data/broden1_224/images/dtd/chequered_0084.jpg,data/broden1_224/images/dtd/perforated_0130.jpg,data/broden1_224/images/dtd/chequered_0107.jpg,data/broden1_224/images/dtd/grid_0057.jpg,data/broden1_224/images/dtd/chequered_0045.jpg,data/broden1_224/images/dtd/chequered_0206.jpg,data/broden1_224/images/dtd/grid_0048.jpg
16,minimal,blinds,noise,barcode,aluminium,ascii,wallpaper,grey,illusion,zebra,0.14691162109375,0.134429931640625,0.11578369140625,0.1103515625,0.107757568359375,0.106781005859375,0.104766845703125,0.102783203125,0.102691650390625,0.10052490234375,data/broden1_224/images/dtd/perforated_0004.jpg,data/broden1_224/images/dtd/perforated_0035.jpg,data/broden1_224/images/dtd/perforated_0167.jpg,data/broden1_224/images/dtd/polka-dotted_0065.jpg,data/broden1_224/images/dtd/perforated_0069.jpg,data/broden1_224/images/dtd/perforated_0099.jpg,data/broden1_224/images/dtd/chequered_0053.jpg,data/broden1_224/images/dtd/perforated_0037.jpg,data/broden1_224/images/dtd/woven_0100.jpg,data/broden1_224/images/dtd/woven_0080.jpg,data/broden1_224/images/dtd/grooved_0085.jpg,data/broden1_224/images/dtd/grid_0036.jpg,data/broden1_224/images/dtd/meshed_0055.jpg,data/broden1_224/images/dtd/polka-dotted_0101.jpg,data/broden1_224/images/dtd/perforated_0038.jpg,data/broden1_224/images/dtd/grid_0041.jpg,data/broden1_224/images/dtd/chequered_0194.jpg,data/broden1_224/images/dtd/zigzagged_0058.jpg,data/broden1_224/images/dtd/woven_0077.jpg,data/broden1_224/images/dtd/polka-dotted_0152.jpg
17,kernel,garrison,carbohydrates,segments,eggs,cinnamon,cholesterol,pie,biscuit,carbohydrate,0.1744384765625,0.157379150390625,0.15191650390625,0.144287109375,0.14190673828125,0.141143798828125,0.141143798828125,0.1383056640625,0.136016845703125,0.135345458984375,data/broden1_224/images/dtd/perforated_0066.jpg,data/broden1_224/images/dtd/perforated_0159.jpg,data/broden1_224/images/dtd/waffled_0164.jpg,data/broden1_224/images/dtd/knitted_0131.jpg,data/broden1_224/images/dtd/scaly_0134.jpg,data/broden1_224/images/dtd/meshed_0159.jpg,data/broden1_224/images/dtd/waffled_0182.jpg,data/broden1_224/images/dtd/waffled_0104.jpg,data/broden1_224/images/dtd/honeycombed_0123.jpg,data/broden1_224/images/dtd/veined_0068.jpg,data/broden1_224/images/dtd/bumpy_0183.jpg,data/broden1_224/images/dtd/honeycombed_0058.jpg,data/broden1_224/images/dtd/waffled_0063.jpg,data/broden1_224/images/opensurfaces/63961.jpg,data/broden1_224/images/dtd/sprinkled_0041.jpg,data/broden1_224/images/dtd/grooved_0106.jpg,data/broden1_224/images/dtd/waffled_0181.jpg,data/broden1_224/images/dtd/bumpy_0197.jpg,data/broden1_224/images/dtd/waffled_0198.jpg,data/broden1_224/images/dtd/swirly_0134.jpg
18,silicon,minimal,tungsten,aluminium,wallpaper,pixel,surface,ascii,semiconductor,hdd,0.103515625,0.094635009765625,0.092529296875,0.09234619140625,0.091094970703125,0.090789794921875,0.088470458984375,0.087799072265625,0.084075927734375,0.082672119140625,data/broden1_224/images/dtd/polka-dotted_0152.jpg,data/broden1_224/images/dtd/chequered_0194.jpg,data/broden1_224/images/dtd/grooved_0145.jpg,data/broden1_224/images/dtd/honeycombed_0096.jpg,data/broden1_224/images/dtd/zigzagged_0058.jpg,data/broden1_224/images/dtd/woven_0076.jpg,data/broden1_224/images/dtd/woven_0078.jpg,data/broden1_224/images/dtd/woven_0077.jpg,data/broden1_224/images/dtd/woven_0005.jpg,data/broden1_224/images/dtd/woven_0080.jpg,data/broden1_224/images/dtd/chequered_0053.jpg,data/broden1_224/images/dtd/zigzagged_0093.jpg,data/broden1_224/images/dtd/grid_0082.jpg,data/broden1_224/images/dtd/chequered_0064.jpg,data/broden1_224/images/dtd/meshed_0187.jpg,data/broden1_224/images/dtd/banded_0082.jpg,data/broden1_224/images/dtd/crosshatched_0146.jpg,data/broden1_224/images/dtd/perforated_0167.jpg,data/broden1_224/images/dtd/zigzagged_0031.jpg,data/broden1_224/images/dtd/polka-dotted_0108.jpg
19,net,lace,mesh,webs,web,membranes,tile,shattered,lattice,lifecycle,0.129913330078125,0.12115478515625,0.098876953125,0.097991943359375,0.09576416015625,0.081329345703125,0.0792236328125,0.07830810546875,0.076416015625,0.076080322265625,data/broden1_224/images/dtd/meshed_0141.jpg,data/broden1_224/images/dtd/honeycombed_0121.jpg,data/broden1_224/images/dtd/honeycombed_0089.jpg,data/broden1_224/images/dtd/sprinkled_0076.jpg,data/broden1_224/images/dtd/honeycombed_0129.jpg,data/broden1_224/images/dtd/meshed_0174.jpg,data/broden1_224/images/dtd/meshed_0119.jpg,data/broden1_224/images/dtd/cracked_0070.jpg,data/broden1_224/images/dtd/pleated_0122.jpg,data/broden1_224/images/dtd/meshed_0169.jpg,data/broden1_224/images/dtd/chequered_0212.jpg,data/broden1_224/images/dtd/meshed_0103.jpg,data/broden1_224/images/dtd/swirly_0139.jpg,data/broden1_224/images/dtd/meshed_0159.jpg,data/broden1_224/images/dtd/cobwebbed_0124.jpg,data/broden1_224/images/dtd/lacelike_0095.jpg,data/broden1_224/images/opensurfaces/104599.jpg,data/broden1_224/images/dtd/cobwebbed_0059.jpg,data/broden1_224/images/dtd/blotchy_0128.jpg,data/broden1_224/images/dtd/cracked_0099.jpg
20,dotted,dots,spots,braille,dot,pattern,screened,holes,microphone,punctuation,0.298248291015625,0.244232177734375,0.1827392578125,0.13824462890625,0.10894775390625,0.089599609375,0.087554931640625,0.08392333984375,0.081390380859375,0.080474853515625,data/broden1_224/images/dtd/polka-dotted_0097.jpg,data/broden1_224/images/dtd/perforated_0024.jpg,data/broden1_224/images/dtd/polka-dotted_0151.jpg,data/broden1_224/images/dtd/zigzagged_0058.jpg,data/broden1_224/images/dtd/polka-dotted_0082.jpg,data/broden1_224/images/dtd/perforated_0015.jpg,data/broden1_224/images/dtd/polka-dotted_0196.jpg,data/broden1_224/images/dtd/polka-dotted_0068.jpg,data/broden1_224/images/dtd/polka-dotted_0213.jpg,data/broden1_224/images/dtd/polka-dotted_0152.jpg,data/broden1_224/images/dtd/polka-dotted_0229.jpg,data/broden1_224/images/dtd/perforated_0080.jpg,data/broden1_224/images/dtd/perforated_0089.jpg,data/broden1_224/images/dtd/perforated_0046.jpg,data/broden1_224/images/dtd/perforated_0014.jpg,data/broden1_224/images/dtd/polka-dotted_0065.jpg,data/broden1_224/images/dtd/studded_0007.jpg,data/broden1_224/images/dtd/perforated_0087.jpg,data/broden1_224/images/dtd/polka-dotted_0108.jpg,data/broden1_224/images/dtd/honeycombed_0092.jpg
21,hopper,sunset,subset,warmth,atmospheric,accommodations,lighted,hostel,accommodation,sunlight,0.161041259765625,0.135833740234375,0.130279541015625,0.121612548828125,0.1212158203125,0.12078857421875,0.1199951171875,0.11865234375,0.117340087890625,0.117279052734375,data/broden1_224/images/dtd/flecked_0087.jpg,data/broden1_224/images/ade20k/ADE_train_00013696.jpg,data/broden1_224/images/dtd/stratified_0154.jpg,data/broden1_224/images/opensurfaces/70050.jpg,data/broden1_224/images/pascal/2009_003127.jpg,data/broden1_224/images/dtd/honeycombed_0040.jpg,data/broden1_224/images/dtd/grooved_0125.jpg,data/broden1_224/images/dtd/veined_0126.jpg,data/broden1_224/images/dtd/blotchy_0075.jpg,data/broden1_224/images/opensurfaces/21097.jpg,data/broden1_224/images/pascal/2010_000994.jpg,data/broden1_224/images/opensurfaces/6634.jpg,data/broden1_224/images/dtd/flecked_0098.jpg,data/broden1_224/images/ade20k/ADE_train_00013431.jpg,data/broden1_224/images/dtd/chequered_0191.jpg,data/broden1_224/images/opensurfaces/105735.jpg,data/broden1_224/images/dtd/smeared_0073.jpg,data/broden1_224/images/dtd/honeycombed_0171.jpg,data/broden1_224/images/opensurfaces/54876.jpg,data/broden1_224/images/ade20k/ADE_train_00019373.jpg
