,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,lattice,grille,tiles,tile,mesh,grid,trays,net,screened,pattern,0.28448486328125,0.238525390625,0.2216796875,0.217010498046875,0.20355224609375,0.20013427734375,0.195404052734375,0.18597412109375,0.180816650390625,0.17840576171875,data/broden1_224/images/dtd/perforated_0106.jpg,data/broden1_224/images/dtd/woven_0086.jpg,data/broden1_224/images/dtd/woven_0021.jpg,data/broden1_224/images/dtd/zigzagged_0054.jpg,data/broden1_224/images/dtd/meshed_0109.jpg,data/broden1_224/images/dtd/grid_0122.jpg,data/broden1_224/images/dtd/honeycombed_0172.jpg,data/broden1_224/images/dtd/waffled_0063.jpg,data/broden1_224/images/dtd/chequered_0202.jpg,data/broden1_224/images/dtd/meshed_0023.jpg,data/broden1_224/images/dtd/meshed_0180.jpg,data/broden1_224/images/dtd/bumpy_0116.jpg,data/broden1_224/images/dtd/honeycombed_0129.jpg,data/broden1_224/images/dtd/meshed_0132.jpg,data/broden1_224/images/dtd/honeycombed_0171.jpg,data/broden1_224/images/dtd/honeycombed_0147.jpg,data/broden1_224/images/dtd/honeycombed_0145.jpg,data/broden1_224/images/dtd/honeycombed_0142.jpg,data/broden1_224/images/dtd/honeycombed_0173.jpg,data/broden1_224/images/dtd/chequered_0212.jpg
11,lattice,checker,grille,pattern,tile,grid,weaving,tiles,squares,woven,0.2047119140625,0.17718505859375,0.16851806640625,0.1610107421875,0.151031494140625,0.14483642578125,0.143798828125,0.1422119140625,0.135040283203125,0.13262939453125,data/broden1_224/images/dtd/grid_0020.jpg,data/broden1_224/images/dtd/zigzagged_0121.jpg,data/broden1_224/images/dtd/woven_0052.jpg,data/broden1_224/images/dtd/grid_0067.jpg,data/broden1_224/images/dtd/braided_0101.jpg,data/broden1_224/images/dtd/grid_0068.jpg,data/broden1_224/images/dtd/grid_0129.jpg,data/broden1_224/images/dtd/grid_0107.jpg,data/broden1_224/images/dtd/chequered_0087.jpg,data/broden1_224/images/dtd/chequered_0160.jpg,data/broden1_224/images/dtd/chequered_0046.jpg,data/broden1_224/images/dtd/grid_0059.jpg,data/broden1_224/images/dtd/chequered_0049.jpg,data/broden1_224/images/dtd/pleated_0052.jpg,data/broden1_224/images/dtd/polka-dotted_0199.jpg,data/broden1_224/images/dtd/perforated_0003.jpg,data/broden1_224/images/dtd/chequered_0209.jpg,data/broden1_224/images/dtd/chequered_0042.jpg,data/broden1_224/images/dtd/perforated_0161.jpg,data/broden1_224/images/dtd/chequered_0193.jpg
12,regard,tiger,ear,leo,cat,curl,bengal,kitty,tail,gauges,0.11492919921875,0.10260009765625,0.088104248046875,0.08642578125,0.086395263671875,0.085296630859375,0.083587646484375,0.080230712890625,0.077056884765625,0.07525634765625,data/broden1_224/images/dtd/striped_0089.jpg,data/broden1_224/images/dtd/striped_0086.jpg,data/broden1_224/images/dtd/spiralled_0076.jpg,data/broden1_224/images/dtd/veined_0152.jpg,data/broden1_224/images/dtd/meshed_0114.jpg,data/broden1_224/images/dtd/scaly_0152.jpg,data/broden1_224/images/dtd/striped_0094.jpg,data/broden1_224/images/dtd/spiralled_0068.jpg,data/broden1_224/images/dtd/knitted_0126.jpg,data/broden1_224/images/dtd/meshed_0186.jpg,data/broden1_224/images/dtd/crosshatched_0121.jpg,data/broden1_224/images/dtd/paisley_0092.jpg,data/broden1_224/images/ade20k/ADE_train_00014396.jpg,data/broden1_224/images/pascal/2008_004257.jpg,data/broden1_224/images/opensurfaces/70400.jpg,data/broden1_224/images/opensurfaces/118345.jpg,data/broden1_224/images/dtd/scaly_0128.jpg,data/broden1_224/images/dtd/meshed_0181.jpg,data/broden1_224/images/dtd/striped_0046.jpg,data/broden1_224/images/dtd/chequered_0054.jpg
13,spiral,hypnosis,coil,tunnel,gloryhole,corridor,confined,radial,relativity,tunnels,0.10968017578125,0.094757080078125,0.07818603515625,0.077667236328125,0.07672119140625,0.07525634765625,0.075042724609375,0.07489013671875,0.074371337890625,0.07305908203125,data/broden1_224/images/dtd/spiralled_0074.jpg,data/broden1_224/images/dtd/chequered_0129.jpg,data/broden1_224/images/opensurfaces/25555.jpg,data/broden1_224/images/pascal/2009_003562.jpg,data/broden1_224/images/dtd/spiralled_0096.jpg,data/broden1_224/images/dtd/chequered_0212.jpg,data/broden1_224/images/dtd/chequered_0160.jpg,data/broden1_224/images/dtd/spiralled_0111.jpg,data/broden1_224/images/dtd/woven_0052.jpg,data/broden1_224/images/pascal/2009_002525.jpg,data/broden1_224/images/dtd/chequered_0103.jpg,data/broden1_224/images/opensurfaces/26031.jpg,data/broden1_224/images/dtd/swirly_0078.jpg,data/broden1_224/images/opensurfaces/25339.jpg,data/broden1_224/images/opensurfaces/108751.jpg,data/broden1_224/images/dtd/chequered_0150.jpg,data/broden1_224/images/dtd/zigzagged_0024.jpg,data/broden1_224/images/opensurfaces/116647.jpg,data/broden1_224/images/dtd/zigzagged_0037.jpg,data/broden1_224/images/dtd/zigzagged_0045.jpg
14,fibers,woven,textile,weaving,mesh,texture,thread,textured,velcro,fabric,0.168548583984375,0.160186767578125,0.154266357421875,0.14642333984375,0.14508056640625,0.143951416015625,0.140228271484375,0.134796142578125,0.133331298828125,0.128814697265625,data/broden1_224/images/dtd/braided_0133.jpg,data/broden1_224/images/dtd/honeycombed_0054.jpg,data/broden1_224/images/dtd/bumpy_0079.jpg,data/broden1_224/images/dtd/waffled_0135.jpg,data/broden1_224/images/dtd/striped_0090.jpg,data/broden1_224/images/dtd/waffled_0068.jpg,data/broden1_224/images/dtd/zigzagged_0076.jpg,data/broden1_224/images/dtd/honeycombed_0156.jpg,data/broden1_224/images/dtd/knitted_0183.jpg,data/broden1_224/images/dtd/woven_0086.jpg,data/broden1_224/images/dtd/banded_0053.jpg,data/broden1_224/images/dtd/woven_0021.jpg,data/broden1_224/images/dtd/waffled_0204.jpg,data/broden1_224/images/dtd/spiralled_0070.jpg,data/broden1_224/images/dtd/honeycombed_0110.jpg,data/broden1_224/images/dtd/gauzy_0146.jpg,data/broden1_224/images/dtd/bubbly_0121.jpg,data/broden1_224/images/dtd/honeycombed_0115.jpg,data/broden1_224/images/dtd/honeycombed_0155.jpg,data/broden1_224/images/dtd/knitted_0166.jpg
15,lattice,grille,mesh,pattern,grid,patterns,fence,net,screened,weaving,0.275726318359375,0.22674560546875,0.21331787109375,0.20745849609375,0.20245361328125,0.1795654296875,0.1707763671875,0.167510986328125,0.158111572265625,0.157562255859375,data/broden1_224/images/dtd/zigzagged_0040.jpg,data/broden1_224/images/dtd/zigzagged_0046.jpg,data/broden1_224/images/dtd/grid_0049.jpg,data/broden1_224/images/dtd/grid_0129.jpg,data/broden1_224/images/dtd/grid_0107.jpg,data/broden1_224/images/dtd/honeycombed_0172.jpg,data/broden1_224/images/dtd/chequered_0212.jpg,data/broden1_224/images/dtd/zigzagged_0088.jpg,data/broden1_224/images/dtd/grid_0099.jpg,data/broden1_224/images/dtd/grid_0066.jpg,data/broden1_224/images/dtd/zigzagged_0085.jpg,data/broden1_224/images/dtd/grid_0068.jpg,data/broden1_224/images/dtd/grid_0079.jpg,data/broden1_224/images/dtd/zigzagged_0112.jpg,data/broden1_224/images/dtd/meshed_0182.jpg,data/broden1_224/images/dtd/perforated_0106.jpg,data/broden1_224/images/dtd/meshed_0123.jpg,data/broden1_224/images/dtd/meshed_0135.jpg,data/broden1_224/images/dtd/zigzagged_0079.jpg,data/broden1_224/images/dtd/zigzagged_0062.jpg
16,pollen,yellow,sponge,mustard,yeast,sulfur,aa,eggs,mead,cerevisiae,0.22174072265625,0.21844482421875,0.20123291015625,0.1986083984375,0.194610595703125,0.191375732421875,0.181915283203125,0.17626953125,0.17578125,0.17071533203125,data/broden1_224/images/dtd/porous_0125.jpg,data/broden1_224/images/dtd/bubbly_0056.jpg,data/broden1_224/images/dtd/dotted_0135.jpg,data/broden1_224/images/dtd/honeycombed_0051.jpg,data/broden1_224/images/dtd/meshed_0098.jpg,data/broden1_224/images/dtd/honeycombed_0075.jpg,data/broden1_224/images/dtd/honeycombed_0084.jpg,data/broden1_224/images/dtd/bubbly_0111.jpg,data/broden1_224/images/dtd/waffled_0029.jpg,data/broden1_224/images/dtd/porous_0121.jpg,data/broden1_224/images/dtd/honeycombed_0108.jpg,data/broden1_224/images/dtd/porous_0150.jpg,data/broden1_224/images/dtd/scaly_0203.jpg,data/broden1_224/images/dtd/honeycombed_0123.jpg,data/broden1_224/images/dtd/knitted_0165.jpg,data/broden1_224/images/dtd/wrinkled_0114.jpg,data/broden1_224/images/dtd/freckled_0133.jpg,data/broden1_224/images/dtd/sprinkled_0104.jpg,data/broden1_224/images/dtd/fibrous_0140.jpg,data/broden1_224/images/dtd/veined_0105.jpg
17,bathroom,bathrooms,sinks,dorm,motels,suites,cabinets,faucets,townhouse,privacy,0.127532958984375,0.1048583984375,0.08612060546875,0.086090087890625,0.084564208984375,0.084381103515625,0.08154296875,0.081329345703125,0.081298828125,0.080963134765625,data/broden1_224/images/dtd/zigzagged_0133.jpg,data/broden1_224/images/dtd/zigzagged_0088.jpg,data/broden1_224/images/dtd/zigzagged_0085.jpg,data/broden1_224/images/dtd/zigzagged_0081.jpg,data/broden1_224/images/dtd/freckled_0088.jpg,data/broden1_224/images/dtd/zigzagged_0112.jpg,data/broden1_224/images/dtd/freckled_0164.jpg,data/broden1_224/images/dtd/zigzagged_0105.jpg,data/broden1_224/images/dtd/zigzagged_0122.jpg,data/broden1_224/images/dtd/freckled_0095.jpg,data/broden1_224/images/ade20k/ADE_train_00001523.jpg,data/broden1_224/images/dtd/zigzagged_0046.jpg,data/broden1_224/images/opensurfaces/22716.jpg,data/broden1_224/images/dtd/freckled_0170.jpg,data/broden1_224/images/dtd/freckled_0171.jpg,data/broden1_224/images/opensurfaces/109669.jpg,data/broden1_224/images/opensurfaces/16564.jpg,data/broden1_224/images/dtd/freckled_0061.jpg,data/broden1_224/images/dtd/freckled_0080.jpg,data/broden1_224/images/pascal/2010_004638.jpg
18,blinds,lines,siding,stripes,striped,bldg,building,stripe,architect,architecture,0.16387939453125,0.13214111328125,0.12359619140625,0.115203857421875,0.11077880859375,0.107818603515625,0.105072021484375,0.10504150390625,0.105010986328125,0.1011962890625,data/broden1_224/images/dtd/lined_0059.jpg,data/broden1_224/images/dtd/grooved_0065.jpg,data/broden1_224/images/dtd/lined_0095.jpg,data/broden1_224/images/dtd/lined_0080.jpg,data/broden1_224/images/ade20k/ADE_train_00016661.jpg,data/broden1_224/images/dtd/grooved_0084.jpg,data/broden1_224/images/dtd/pleated_0146.jpg,data/broden1_224/images/dtd/meshed_0152.jpg,data/broden1_224/images/dtd/lined_0085.jpg,data/broden1_224/images/pascal/2010_000379.jpg,data/broden1_224/images/opensurfaces/65097.jpg,data/broden1_224/images/ade20k/ADE_train_00012720.jpg,data/broden1_224/images/opensurfaces/24891.jpg,data/broden1_224/images/dtd/grooved_0063.jpg,data/broden1_224/images/dtd/grid_0131.jpg,data/broden1_224/images/opensurfaces/23945.jpg,data/broden1_224/images/ade20k/ADE_train_00007629.jpg,data/broden1_224/images/opensurfaces/25400.jpg,data/broden1_224/images/dtd/lined_0107.jpg,data/broden1_224/images/dtd/lined_0081.jpg
19,nature,ecosystems,biodiversity,vegetation,ecosystem,ecological,trekking,habitat,rainforest,phenomena,0.2218017578125,0.21978759765625,0.197235107421875,0.169097900390625,0.16204833984375,0.154327392578125,0.152130126953125,0.14837646484375,0.14556884765625,0.14373779296875,data/broden1_224/images/dtd/bubbly_0126.jpg,data/broden1_224/images/pascal/2009_000229.jpg,data/broden1_224/images/ade20k/ADE_train_00019393.jpg,data/broden1_224/images/ade20k/ADE_train_00019390.jpg,data/broden1_224/images/ade20k/ADE_train_00013936.jpg,data/broden1_224/images/ade20k/ADE_train_00010913.jpg,data/broden1_224/images/dtd/fibrous_0217.jpg,data/broden1_224/images/dtd/fibrous_0119.jpg,data/broden1_224/images/ade20k/ADE_train_00000964.jpg,data/broden1_224/images/dtd/spiralled_0100.jpg,data/broden1_224/images/ade20k/ADE_train_00010915.jpg,data/broden1_224/images/ade20k/ADE_train_00008154.jpg,data/broden1_224/images/ade20k/ADE_train_00016120.jpg,data/broden1_224/images/dtd/stained_0079.jpg,data/broden1_224/images/ade20k/ADE_train_00016658.jpg,data/broden1_224/images/ade20k/ADE_train_00012138.jpg,data/broden1_224/images/dtd/blotchy_0112.jpg,data/broden1_224/images/ade20k/ADE_train_00008091.jpg,data/broden1_224/images/ade20k/ADE_train_00019397.jpg,data/broden1_224/images/dtd/potholed_0162.jpg
20,fundraiser,volunteers,chefs,social,cousins,instructors,organisers,infants,caregivers,grandchildren,0.232025146484375,0.2203369140625,0.20635986328125,0.20440673828125,0.1978759765625,0.1939697265625,0.18939208984375,0.187255859375,0.185791015625,0.185211181640625,data/broden1_224/images/pascal/2008_001680.jpg,data/broden1_224/images/dtd/pleated_0134.jpg,data/broden1_224/images/opensurfaces/101431.jpg,data/broden1_224/images/pascal/2008_002852.jpg,data/broden1_224/images/opensurfaces/115816.jpg,data/broden1_224/images/pascal/2008_003545.jpg,data/broden1_224/images/pascal/2008_000748.jpg,data/broden1_224/images/pascal/2008_007994.jpg,data/broden1_224/images/opensurfaces/5916.jpg,data/broden1_224/images/pascal/2010_000942.jpg,data/broden1_224/images/opensurfaces/81916.jpg,data/broden1_224/images/opensurfaces/112824.jpg,data/broden1_224/images/dtd/stratified_0158.jpg,data/broden1_224/images/opensurfaces/88853.jpg,data/broden1_224/images/opensurfaces/84207.jpg,data/broden1_224/images/opensurfaces/114382.jpg,data/broden1_224/images/pascal/2009_005001.jpg,data/broden1_224/images/pascal/2008_001989.jpg,data/broden1_224/images/ade20k/ADE_train_00008910.jpg,data/broden1_224/images/pascal/2009_003266.jpg
